line_item_id,billing_period_start,usage_start_time,usage_end_time,invoice_date,cloud_provider,payer_account_id,linked_account_id,service,usage_type,operation,region,resource_id,line_item_type,usage_amount,currency_code,unblended_cost,blended_cost,discount_type,cost_center,owner_team,environment,product_line,capitalization_candidate,initiative_id,initiative_stage,asset_lifecycle,accounting_policy_version,generator_batch_id,generated_at
batch-20260406T184645Z-222222222223-AmazonRDS-2026-03-10,2026-03-01 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-east-1,db-mokiupkd,Usage,27.2266,USD,51.1731,50.4147,none,CC-1003,growth-engineering,prod,growth,false,GRO-915,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonS3-2026-03-10,2026-03-01 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-wnqrsrpe,Usage,959.8778,USD,21.7365,21.2428,none,CC-1003,growth-engineering,prod,growth,false,GRO-484,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSDataTransfer-2026-03-10,2026-03-01 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-west-2,eni-zxoigffw,Usage,175.5566,USD,15.9151,15.4947,none,CC-1004,data-platform,prod,analytics,false,DAT-819,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSSupport-2026-03-10,2026-03-01 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSSupport,EnterpriseSupport,SupportSubscription,eu-west-1,support-dhjokyrb,Usage,0.6309,USD,5.744,5.589,none,CC-1004,data-platform,test,analytics,true,DAT-595,build,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonEC2-2026-03-10,2026-03-01 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-renktunp,Usage,26.4315,USD,101.4253,100.8102,none,CC-1004,data-platform,prod,analytics,true,DAT-488,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonRDS-2026-03-10,2026-03-01 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-west-2,db-vjiqvlbl,Usage,20.9065,USD,39.5258,38.9012,none,CC-1004,data-platform,staging,analytics,true,DAT-195,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonS3-2026-03-10,2026-03-01 00:00:00+00:00,2026-03-10 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-fzpdjqip,Usage,511.0172,USD,12.1311,12.0431,none,CC-1004,data-platform,test,analytics,false,DAT-110,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSDataTransfer-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-west-2,eni-jmtpsiao,Usage,135.6003,USD,12.0065,11.8511,none,CC-1001,payments-platform,staging,payments,false,PAY-489,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSSupport-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSSupport,EnterpriseSupport,SupportSubscription,eu-west-1,support-clrzawzk,Usage,0.5607,USD,4.2583,4.1505,none,CC-1001,payments-platform,sandbox,payments,true,PAY-740,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonEC2-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-east-1,i-ohbvrpoi,Usage,28.8666,USD,104.2216,101.4898,none,CC-1001,payments-platform,prod,payments,true,PAY-646,build,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonRDS-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,eu-west-1,db-cbfnogmb,Usage,26.6125,USD,54.9706,54.2418,none,CC-1001,payments-platform,prod,payments,false,PAY-154,discovery,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonS3-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-west-2,bucket-vgrviflb,Usage,977.8963,USD,21.3468,21.0124,none,CC-1001,payments-platform,prod,payments,false,PAY-580,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSDataTransfer-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-east-1,eni-jsonxkmt,Usage,146.2737,USD,11.9194,11.7718,none,CC-1002,core-infra,staging,platform,false,INF-718,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSSupport-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-ecqoxsfo,Usage,0.6303,USD,5.389,5.3885,none,CC-1002,core-infra,test,platform,false,INF-881,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonEC2-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonEC2,BoxUsage:m6i.large,RunInstances,eu-west-1,i-sbvrjnwv,Usage,19.6153,USD,74.8045,73.1541,none,CC-1002,core-infra,staging,platform,true,INF-395,implementation,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonRDS-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,eu-west-1,db-zcudihyf,Usage,19.7593,USD,37.5639,37.0455,none,CC-1002,core-infra,staging,platform,false,INF-549,operate,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonS3-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-gfygwwmq,Usage,626.5075,USD,15.7979,15.3523,none,CC-1002,core-infra,staging,platform,false,INF-217,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSDataTransfer-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-west-2,eni-yrosjoru,Usage,174.2649,USD,17.7803,17.7443,none,CC-1003,growth-engineering,prod,growth,false,GRO-961,operate,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSSupport-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSSupport,EnterpriseSupport,SupportSubscription,eu-west-1,support-xxdoczuz,Usage,0.8739,USD,6.6327,6.5822,none,CC-1003,growth-engineering,staging,growth,true,GRO-583,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonEC2-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonEC2,BoxUsage:m6i.large,RunInstances,eu-west-1,i-gyrdoxkx,Usage,15.5054,USD,51.6393,50.8577,none,CC-1003,growth-engineering,test,growth,false,GRO-518,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonRDS-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-west-2,db-mokiupkd,Usage,28.4223,USD,50.3363,49.1875,none,CC-1003,growth-engineering,prod,growth,false,GRO-548,operate,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonS3-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-west-2,bucket-wnqrsrpe,Usage,965.4776,USD,21.5916,21.4782,none,CC-1003,growth-engineering,prod,growth,false,GRO-190,operate,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonS3-2026-03-11-enterprise_discount,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-wnqrsrpe,Discount,0.0,USD,-2.4236,-2.4236,enterprise_discount,CC-1003,growth-engineering,test,growth,true,GRO-630,implementation,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSDataTransfer-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-east-1,eni-zxoigffw,Usage,186.7081,USD,17.5037,17.2185,none,CC-1004,data-platform,prod,analytics,false,DAT-704,support,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSSupport-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-dhjokyrb,Usage,1.1928,USD,9.3656,9.3239,none,CC-1004,data-platform,prod,analytics,false,DAT-580,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonEC2-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonEC2,BoxUsage:m6i.large,RunInstances,eu-west-1,i-renktunp,Usage,29.0103,USD,93.0981,92.6441,none,CC-1004,data-platform,prod,analytics,false,DAT-448,operate,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonRDS-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,eu-west-1,db-vjiqvlbl,Usage,30.3267,USD,55.1993,54.8555,none,CC-1004,data-platform,,analytics,true,DAT-520,implementation,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonS3-2026-03-11,2026-03-01 00:00:00+00:00,2026-03-11 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-fzpdjqip,Usage,721.8032,USD,17.2681,17.2006,none,CC-1004,data-platform,staging,analytics,false,DAT-595,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSDataTransfer-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,eu-west-1,eni-jmtpsiao,Usage,125.2299,USD,11.815,11.7458,none,CC-1001,payments-platform,staging,payments,true,PAY-246,build,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSSupport-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-clrzawzk,Usage,0.8199,USD,7.1603,7.127,none,CC-1001,payments-platform,staging,payments,true,PAY-453,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonEC2-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-ohbvrpoi,Usage,14.532,USD,57.2394,56.6061,none,CC-1001,payments-platform,test,payments,true,PAY-835,implementation,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonRDS-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-west-2,db-cbfnogmb,Usage,14.82,USD,30.1415,29.3086,none,CC-1001,payments-platform,test,payments,true,PAY-249,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonS3-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-vgrviflb,Usage,448.4206,USD,11.3598,11.3269,none,CC-1001,payments-platform,sandbox,payments,false,PAY-200,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSDataTransfer-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-west-2,eni-jsonxkmt,Usage,99.3829,USD,9.1729,9.1141,none,CC-1002,core-infra,test,platform,false,INF-234,discovery,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSSupport-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-ecqoxsfo,Usage,1.2389,USD,10.0814,10.0222,none,CC-1002,core-infra,prod,platform,false,INF-268,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonEC2-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-sbvrjnwv,Usage,30.2742,USD,103.6752,102.6122,none,CC-1002,core-infra,prod,platform,true,INF-685,implementation,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonRDS-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,eu-west-1,db-zcudihyf,Usage,25.8547,USD,53.1282,52.5344,none,CC-1002,core-infra,prod,platform,false,INF-794,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonS3-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-gfygwwmq,Usage,871.1037,USD,22.8834,22.7453,none,CC-1002,core-infra,prod,platform,false,INF-150,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSDataTransfer-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-west-2,eni-yrosjoru,Usage,140.2195,USD,12.71,12.6868,none,CC-1003,growth-engineering,staging,growth,false,GRO-860,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AWSSupport-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AWSSupport,EnterpriseSupport,SupportSubscription,us-east-1,support-xxdoczuz,Usage,0.9206,USD,7.4806,7.4009,none,CC-1003,growth-engineering,staging,growth,true,GRO-341,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonEC2-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-gyrdoxkx,Usage,27.2025,USD,104.8983,104.2396,none,CC-1003,growth-engineering,prod,growth,false,GRO-792,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonEC2-2026-03-12-enterprise_discount,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-gyrdoxkx,Discount,0.0,USD,-12.7214,-12.7214,enterprise_discount,CC-1003,growth-engineering,prod,growth,true,GRO-788,implementation,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonRDS-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-east-1,db-mokiupkd,Usage,26.0479,USD,50.0323,49.2122,none,CC-1003,growth-engineering,prod,growth,true,GRO-411,build,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222223-AmazonS3-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222223,AmazonS3,TimedStorage-ByteHrs,StandardStorage,eu-west-1,bucket-wnqrsrpe,Usage,958.7826,USD,21.469,21.4106,none,CC-1003,growth-engineering,prod,growth,true,GRO-674,build,prototype,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSDataTransfer-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,eu-west-1,eni-zxoigffw,Usage,136.0811,USD,11.511,11.2907,none,CC-1004,data-platform,staging,analytics,false,DAT-229,discovery,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AWSSupport-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AWSSupport,EnterpriseSupport,SupportSubscription,eu-west-1,support-dhjokyrb,Usage,1.2585,USD,9.5422,9.2733,none,CC-1004,data-platform,prod,analytics,true,DAT-844,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonEC2-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonEC2,BoxUsage:m6i.large,RunInstances,eu-west-1,i-renktunp,Usage,30.2398,USD,94.1285,91.4475,none,CC-1004,data-platform,prod,analytics,false,DAT-943,support,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonRDS-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-east-1,db-vjiqvlbl,Usage,19.2385,USD,37.027,36.3141,none,CC-1004,data-platform,staging,analytics,true,DAT-233,build,maintenance,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222224-AmazonS3-2026-03-12,2026-03-01 00:00:00+00:00,2026-03-12 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-04-05,aws,111111111111,222222222224,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-east-1,bucket-fzpdjqip,Usage,412.466,USD,11.0508,10.976,none,CC-1004,data-platform,sandbox,analytics,false,DAT-949,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSDataTransfer-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-east-1,eni-jmtpsiao,Usage,86.8426,USD,7.9544,7.7468,none,CC-1001,payments-platform,sandbox,payments,false,PAY-193,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AWSSupport-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AWSSupport,EnterpriseSupport,SupportSubscription,eu-west-1,support-clrzawzk,Usage,0.5971,USD,4.8233,4.6861,none,CC-1001,payments-platform,sandbox,payments,false,PAY-520,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonEC2-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-west-2,i-ohbvrpoi,Usage,26.7471,USD,97.8319,96.755,none,CC-1001,payments-platform,prod,payments,false,,operate,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonRDS-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonRDS,InstanceUsage:db.r6g.large,CreateDBInstance,us-west-2,db-cbfnogmb,Usage,19.9088,USD,38.4395,37.6468,none,CC-1001,payments-platform,staging,payments,true,PAY-333,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222221-AmazonS3-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222221,AmazonS3,TimedStorage-ByteHrs,StandardStorage,us-west-2,bucket-vgrviflb,Usage,963.5015,USD,21.494,21.2689,none,CC-1001,payments-platform,prod,payments,false,PAY-564,support,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSDataTransfer-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSDataTransfer,DataTransfer-Out-Bytes,InterRegionOut,us-east-1,eni-jsonxkmt,Usage,195.1005,USD,16.4769,16.2632,none,CC-1002,core-infra,prod,platform,false,INF-529,operate,construction,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AWSSupport-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AWSSupport,EnterpriseSupport,SupportSubscription,us-west-2,support-ecqoxsfo,Usage,1.1494,USD,9.7354,9.5231,none,CC-1002,core-infra,prod,platform,true,INF-790,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
batch-20260406T184645Z-222222222222-AmazonEC2-2026-03-13,2026-03-01 00:00:00+00:00,2026-03-13 00:00:00+00:00,2026-03-14 00:00:00+00:00,2026-04-05,aws,111111111111,222222222222,AmazonEC2,BoxUsage:m6i.large,RunInstances,us-east-1,i-sbvrjnwv,Usage,28.1583,USD,101.885,99.1796,none,CC-1002,core-infra,prod,platform,true,INF-258,build,production,2026.1,batch-20260406T184645Z,2026-04-06 18:46:45.364015+00:00
